Card,fighter_a,fighter_a_odds,fighter_b,fighter_b_odds
UFC on FOX 25: Weidman vs. Gastelum Jul 22nd 2017,Thomas Almeida,+140,Jimmie Rivera,-210
UFC Fight Night 100: Bader vs. Nogueira Nov 19th 2016,Thomas Almeida,-370,Albert Morales,+230
UFC Fight Night 88: Almeida vs. Garbrandt May 29th 2016,Thomas Almeida,-207,Cody Garbrandt,+145
UFC Fight Night 77: Belfort vs. Henderson 3 Nov 7th 2015,Thomas Almeida,-625,Anthony Birchak,+345
UFC 189: Mendes vs. McGregor Jul 11th 2015,Thomas Almeida,-1200,Brad Pickett,+450
UFC 186: Johnson vs. Horiguchi Apr 25th 2015,Thomas Almeida,-500,Yves Jabouin,+315
UFC Fight Night 56: Shogun vs. St. Preux Nov 8th 2014,Thomas Almeida,-476,Tim Gorman,+290
Legacy FC 32: Almeida vs. Machado Jun 20th 2014,Thomas Almeida,-395,Caio Machado,+275
Legacy FC 26: Garcia vs. Aguilar Dec 6th 2013,Thomas Almeida,-245,George Pacurariu,+175
UFC on ESPN+ 19: Joanna vs. Waterson Oct 12th 2019,Thomas Gifford,+210,Mike Davis,-359
UFC on ESPN+ 8: Jacare vs. Hermansson Apr 27th 2019,Thomas Gifford,+320,Roosevelt Roberts,-550
Legacy FC 34: Hall vs. Souza Aug 29th 2014,Thomas Gifford,n/a,Wade Johnson,n/a
Call To Arms 1 May 16th 2009,Tiki Ghosn,n/a,Brian Warren,n/a
Strikeforce: Shamrock vs Le Mar 29th 2008,Tiki Ghosn,+245,Luke Stewart,-455
WEC 29 Aug 5th 2007,Tiki Ghosn,n/a,Blas Avena,n/a
UFC on ESPN+ 4: Lewis vs. Dos Santos Mar 9th 2019,Tim Boetsch,+115,Omari Akhmedov,-164
UFC on FOX 29: Poirier vs. Gaethje Apr 14th 2018,Tim Boetsch,+180,Antonio Carlos Junior,-278
UFC Fight Night 112: Chiesa vs. Lee Jun 25th 2017,Tim Boetsch,+125,Johny Hendricks,-175
UFC 208: Holm vs. de Randamie Feb 11th 2017,Tim Boetsch,+350,Ronaldo Souza,-650
UFC 205: Alvarez vs. McGregor Nov 12th 2016,Tim Boetsch,+110,Rafael Natal,-161
UFC Fight Night 91: McDonald vs. Lineker Jul 13th 2016,Tim Boetsch,+175,Josh Samman,-260
UFC Fight Night 81: Dillashaw vs. Cruz Jan 17th 2016,Tim Boetsch,-260,Ed Herman,+145
UFC Fight Night 68: Henderson vs. Boetsch Jun 6th 2015,Tim Boetsch,-205,Dan Henderson,+145
UFC 183: Silva vs. Diaz Jan 31st 2015,Tim Boetsch,+250,Thales Leites,-526
UFC Fight Night 47: Bader vs. Saint Preux Aug 16th 2014,Tim Boetsch,+235,Brad Tavares,-370
UFC 172: Jones vs. Teixeira Apr 26th 2014,Tim Boetsch,+500,Luke Rockhold,-1250
UFC 166: Velasquez vs. Dos Santos III Oct 19th 2013,Tim Boetsch,-170,C.B. Dollaway,+120
UFC 162: Silva vs. Weidman Jul 6th 2013,Tim Boetsch,-140,Mark Munoz,-118
UFC 155: Dos Santos vs. Velasquez II Dec 29th 2012,Tim Boetsch,-160,Constantinos Philippou,+100
UFC 149: Faber vs. Barao Jul 21st 2012,Tim Boetsch,+255,Hector Lombard,-400
UFC 144: Edgar vs. Henderson Feb 25th 2012,Tim Boetsch,+280,Yushin Okami,-600
UFC 135: Jones vs. Rampage Sep 24th 2011,Tim Boetsch,-210,Nick Ring,+140
UFC 130: Rampage vs. Hamill May 28th 2011,Tim Boetsch,+105,Kendall Grove,-147
UFC 123: Rampage vs. Machida Nov 20th 2010,Tim Boetsch,+350,Phil Davis,-714
UFC 117: Silva vs. Sonnen Aug 7th 2010,Tim Boetsch,-525,Todd Brown,+255
UFC 96: Jackson vs Jardine Mar 7th 2009,Tim Boetsch,-170,Jason Brilz,+110
UFC 88: Breakthrough Sep 6th 2008,Tim Boetsch,-625,Michael Patt,+260
UFC Fight Night 13: Florian vs Lauzon Apr 2nd 2008,Tim Boetsch,+150,Matt Hamill,-227
UFC 81: Breaking Point Feb 2nd 2008,Tim Boetsch,+175,David Heath,-315
UFC: The Ultimate Fighter 13 Finale Jun 4th 2011,Tim Credeur,+110,Ed Herman,-130
UFC Fight Night 19 Sep 16th 2009,Tim Credeur,+230,Nate Quarry,-250
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Tim Credeur,-105,Nick Catone,-115
UFC Fight Night 16: Fight For The Troops Dec 10th 2008,Tim Credeur,-140,Nate Loughran,+120
UFC Fight Night 14: Silva vs Irvin Jul 19th 2008,Tim Credeur,-440,Cale Yarbrough,+350
UFC Fight Night: Dern vs. Rodriguez Oct 9th 2021,Tim Elliott,+150,Matheus Nicolau,-200
UFC 259: Blachowicz vs. Adesanya Mar 6th 2021,Tim Elliott,-164,Jordan Espinosa,+100
UFC on ESPN 13: Kattar vs. Ige Jul 15th 2020,Tim Elliott,-164,Ryan Benoit,+135
UFC 246: McGregor vs. Cowboy Jan 18th 2020,Tim Elliott,+125,Askar Askarov,-152
UFC on ESPN+ 19: Joanna vs. Waterson Oct 12th 2019,Tim Elliott,+155,Deiveson Figueiredo,-189
UFC 219: Cyborg vs. Holm Dec 30th 2017,Tim Elliott,-200,Mark de La Rosa,+165
UFC Fight Night 110: Lewis vs. Hunt Jun 10th 2017,Tim Elliott,-190,Ben Nguyen,+160
UFC on FOX 24: Johnson vs. Reis Apr 15th 2017,Tim Elliott,-185,Louis Smolka,+149
UFC: The Ultimate Fighter 24 Finale Dec 3rd 2016,Tim Elliott,+600,Demetrious Johnson,-950
Titan FC 37: Dos Santos vs. Simon Mar 4th 2016,Tim Elliott,-350,Pedro Nobre,+280
Titan FC 35: Healy vs. Hawn Sep 19th 2015,Tim Elliott,-350,Felipe Efrain,+265
Titan FC 34: Healy vs. Edwards Jul 18th 2015,Tim Elliott,-355,Iliarde Santos,+265
UFC Fight Night 60: Henderson vs. Thatch Feb 14th 2015,Tim Elliott,-132,Zach Makovsky,+110
UFC on ESPN 9: Woodley vs. Burns May 30th 2020,Tim Elliott,-152,Brandon Royval,+118
UFC 167: St-Pierre vs. Hendricks Nov 16th 2013,Tim Elliott,-170,Ali Bagautinov,+140
UFC 164: Henderson vs. Pettis II Aug 31st 2013,Tim Elliott,-240,Louis Gaudinot,+190
UFC: The Ultimate Fighter 16 Finale Dec 15th 2012,Tim Elliott,-195,Jared Papazian,+170
UFC on FOX 3: Diaz vs. Miller May 5th 2012,Tim Elliott,+405,John Dodson,-510
UFC Fight Night 56: Shogun vs. St. Preux Nov 8th 2014,Tim Gorman,+328,Thomas Almeida,-400
UFC: The Ultimate Fighter Nations Finale Apr 16th 2014,Tim Gorman,+270,Mitch Gagnon,-330
UFC Fight Night 23: Fight For The Troops II Jan 22nd 2011,Tim Hague,+230,Matt Mitrione,-250
UFC 113: Machida vs. Shogun II May 8th 2010,Tim Hague,-230,Joey Beltran,+190
UFC 109: Relentless Feb 6th 2010,Tim Hague,+170,Chris Tuchscherer,-200
UFC 102: Couture vs Nogueira Aug 29th 2009,Tim Hague,+170,Todd Duffee,-200
UFC 98: Evans vs Machida May 23rd 2009,Tim Hague,+290,Pat Barry,-350
WSOF 14: Shields vs. Ford Oct 11th 2014,Tim Hague,n/a,Craig Hudson,n/a
MFC 34: Total Recall Aug 10th 2012,Tim Hague,n/a,Mike Hackert,n/a
Raw Combat: Redemption Oct 25th 2008,Tim Hague,n/a,Miodrag Petkovic,n/a
UFC 206: Holloway vs. Pettis Dec 10th 2016,Tim Kennedy,-125,Kelvin Gastelum,+102
UFC 178: Johnson vs. Cariaso Sep 27th 2014,Tim Kennedy,-133,Yoel Romero,+110
UFC: The Ultimate Fighter Nations Finale Apr 16th 2014,Tim Kennedy,+175,Michael Bisping,-205
UFC Fight Night 31: Fight For The Troops III Nov 6th 2013,Tim Kennedy,-400,Rafael Natal,+300
UFC 162: Silva vs. Weidman Jul 6th 2013,Tim Kennedy,-160,Roger Gracie,+130
Strikeforce: Marquardt vs. Saffiedine Jan 12th 2013,Tim Kennedy,-500,Trevor Smith,+375
Strikeforce: Rockhold vs. Kennedy Jul 14th 2012,Tim Kennedy,+290,Luke Rockhold,-360
Strikeforce: Fedor vs. Henderson Jul 30th 2011,Tim Kennedy,-230,Robbie Lawler,+210
Strikeforce: Feijao vs. Henderson Mar 5th 2011,Tim Kennedy,-325,Melvin Manhoef,+265
Strikeforce: Houston Aug 21st 2010,Tim Kennedy,+158,Ronaldo Souza,-180
Strikeforce: Los Angeles Jun 16th 2010,Tim Kennedy,-190,Trevor Prangley,+165
Strikeforce Challengers: Kennedy vs Cummings Sep 25th 2009,Tim Kennedy,-320,Zak Cummings,+248
Strikeforce Challengers: Santos vs Villasenor Jun 19th 2009,Tim Kennedy,-155,Nick Thompson,+125
HDNet Fights: Reckless Abandon Dec 15th 2007,Tim Kennedy,+115,Jason Miller,-135
IFL: Grand Prix Finals Dec 29th 2007,Tim Kennedy,n/a,Elias Rivera,n/a
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Tim McKenzie,+170,Aaron Simpson,-200
WEC 34: Faber vs Pulver Jun 1st 2008,Tim McKenzie,-170,Jeremy Lang,+150
WEC 33 Mar 26th 2008,Tim McKenzie,-135,Steve Cantwell,+115
Tachi Palace Fights 7: Deck the Halls Dec 2nd 2010,Tim McKenzie,n/a,Poppies Martinez,n/a
UFC Fight Night 202 Feb 5th 2022,Tim Means,-200,Jeremiah Wells,+154
UFC Fight Night 190: Gane vs. Volkov Jun 26th 2021,Tim Means,-380,Nicolas Dalby,+100
UFC 255: Figueiredo vs. Perez Nov 21st 2020,Tim Means,-105,Mike Perry,-125
UFC on ESPN+ 32: Lewis vs. Oleinik Aug 8th 2020,Tim Means,+122,Laureano Staropoli,-172
UFC on ESPN+ 4: Lewis vs. Dos Santos Mar 9th 2019,Tim Means,-213,Niko Price,+165
UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman Nov 30th 2018,Tim Means,-400,Ricky Rainey,+280
UFC Fight Night 125: Machida vs. Anders Feb 3rd 2018,Tim Means,-205,Sergio Moraes,+165
UFC Fight Night 121: Werdum vs. Tybura Nov 18th 2017,Tim Means,-225,Belal Muhammad,+175
UFC Fight Night 112: Chiesa vs. Lee Jun 25th 2017,Tim Means,-310,Alex Garcia,+235
UFC Fight Night 106: Belfort vs. Gastelum Mar 11th 2017,Tim Means,-210,Alex Oliveira,+175
UFC 207: Nunes vs. Rousey Dec 30th 2016,Tim Means,+120,Alex Oliveira,-147
UFC 202: Diaz vs. McGregor 2 Aug 20th 2016,Tim Means,-435,Sabah Homasi,+335
UFC Fight Night 80: VanZant vs. Namajunas Dec 10th 2015,Tim Means,-410,John Howard,+310
UFC 189: Mendes vs. McGregor Jul 11th 2015,Tim Means,+130,Matt Brown,-152
UFC on FOX 15: Machida vs. Rockhold Apr 18th 2015,Tim Means,-155,George Sullivan,+130
UFC 184: Rousey vs. Zingano Feb 28th 2015,Tim Means,-160,Dhiego Lima,+135
UFC Fight Night 58: Machida vs. Dollaway Dec 20th 2014,Tim Means,-190,Marcio Alexandre Jr.,+160
UFC on FOX 12: Lawler vs. Brown Jul 26th 2014,Tim Means,-205,Hernani Perpetuo,+167
UFC Fight Night 40: Brown vs. Silva May 10th 2014,Tim Means,-305,Neil Magny,+250
Legacy FC 27: Means vs. Young Jan 31st 2014,Tim Means,-565,Artenas Young,+375
UFC on ESPN+ 25: Anderson vs. Blachowicz 2 Feb 15th 2020,Tim Means,-360,Daniel Rodriguez,+270
UFC on ESPN 7: Overeem vs. Rozenstruik Dec 7th 2019,Tim Means,-278,Thiago Alves,+215
Legacy Fighting Championship 23: Spratt vs. Means Sep 13th 2013,Tim Means,-420,Pete Spratt,+300
UFC on FOX 8: Johnson vs. Moraga Jul 27th 2013,Tim Means,+230,Danny Castillo,-290
UFC on FOX 7: Henderson vs. Melendez Apr 20th 2013,Tim Means,+100,Jorge Masvidal,-120
UFC on FX 3: Johnson vs. McCall Jun 8th 2012,Tim Means,-152,Justin Salas,+120
UFC on FUEL TV 1: Ellenberger vs. Sanchez Feb 15th 2012,Tim Means,+115,Bernardo Magalhaes,-125
One FC 5: Pride Of A Nation Aug 31st 2012,Tim Sylvia,-125,Andrei Arlovski,-115
ProElite 2: Big Guns Nov 5th 2011,Tim Sylvia,-325,Andreas Kraniotakes,+250
Titan Fighting Championship 16: Sylvia vs. Wagner Jan 28th 2011,Tim Sylvia,-450,Abe Wagner,+330
War On The Mainland Aug 14th 2010,Tim Sylvia,-280,Paul Buentello,+220
Moosin: Gods Of Martial Arts May 21st 2010,Tim Sylvia,-210,Mariusz Pudzianowski,+175
Affliction 1: Banned Jul 19th 2008,Tim Sylvia,+310,Fedor Emelianenko,-340
UFC 81: Breaking Point Feb 2nd 2008,Tim Sylvia,+160,Antonio Rodrigo Nogueira,-185
UFC 77: Hostile Territory Oct 20th 2007,Tim Sylvia,+140,Brandon Vera,-160
One FC 9: Rise to Power May 31st 2013,Tim Sylvia,n/a,Tony Johnson,n/a
Adrenaline MMA 4 Sep 13th 2009,Tim Sylvia,n/a,Jason Riley,n/a
Adrenaline MMA 3: Bragging Rights Jun 13th 2009,Tim Sylvia,n/a,Ray Mercer,n/a
UFC Fight Night 135: Gaethje vs. Vick Aug 25th 2018,Tim Williams,+470,Eryk Anders,-1400
UFC Fight Night 126: Cerrone vs. Medeiros Feb 18th 2018,Tim Williams,+225,Oskar Piechota,-340
Bellator 269 Oct 23rd 2021,Timothy Johnson,-198,Fedor Emelianenko,+140
Bellator 261: Johnson vs. Moldavsky Jun 25th 2021,Timothy Johnson,+200,Valentin Moldavsky,-300
Bellator Europe 10: Kongo vs. Johnson II Oct 10th 2020,Timothy Johnson,+110,Cheick Kongo,-141
Bellator 243: Chandler vs. Henderson 2 Aug 7th 2020,Timothy Johnson,-112,Matt Mitrione,-125
Bellator 239: Ruth vs. Amosov Feb 21st 2020,Timothy Johnson,+475,Tyrell Fortune,-900
Bellator 225: Mitrione vs. Kharitonov 2 Aug 24th 2019,Timothy Johnson,+230,Vitaly Minakov,-325
Bellator 208: Fedor vs. Sonnen Oct 13th 2018,Timothy Johnson,-190,Cheick Kongo,+130
UFC Fight Night 125: Machida vs. Anders Feb 3rd 2018,Timothy Johnson,+147,Marcelo Golm,-172
UFC on FOX 25: Weidman vs. Gastelum Jul 22nd 2017,Timothy Johnson,-285,Junior Albini,+240
UFC Fight Night 107: Manuwa vs. Anderson Mar 18th 2017,Timothy Johnson,-215,Daniel Omielanczuk,+170
UFC Fight Night 99: Mousasi vs. Hall 2 Nov 19th 2016,Timothy Johnson,-150,Alexander Volkov,+125
UFC Fight Night 86: Rothwell vs. Dos Santos Apr 10th 2016,Timothy Johnson,-110,Marcin Tybura,-112
UFC Fight Night 73: Saint Preux vs. Teixeira Aug 8th 2015,Timothy Johnson,+205,Jared Rosholt,-260
UFC Fight Night 63: Mendes vs. Lamas Apr 4th 2015,Timothy Johnson,+210,Shamil Abdurahimov,-260
UFC Fight Night 190: Gane vs. Volkov Jun 26th 2021,Timur Valiev,+175,Raoni Barcelos,-310
UFC Fight Night 184: Overeem vs. Volkov Feb 6th 2021,Timur Valiev,-550,Martin Day,+260
UFC on ESPN 15: Munhoz vs. Edgar Aug 22nd 2020,Timur Valiev,-640,Trevin Jones,+450
PFL 4: Palmer vs. Tuerxun Jul 19th 2018,Timur Valiev,-1350,Darrick Minner,+735
PFL 1: Harrison vs. Tuerxun Jun 7th 2018,Timur Valiev,-400,Max Coga,+310
PFL: Fight Night Nov 2nd 2017,Timur Valiev,-600,Josenaldo Silva,+350
WSOF 28: Moraes vs. Barajas Feb 20th 2016,Timur Valiev,-500,Chris Gutierrez,+400
WSOF 23: Gaethje vs. Palomino 2 Sep 18th 2015,Timur Valiev,-2000,Tito Jones,+900
WSOF 19: Gaethje vs. Palomino Mar 28th 2015,Timur Valiev,-485,Ed West,+385
WSOF 13: Moraes vs. Bollinger Sep 13th 2014,Timur Valiev,-165,Isaiah Chapman,+145
WSOF 33 Oct 7th 2016,Timur Valiev,n/a,Chris Gutierrez,n/a
WSOF 10: Branch vs. Taylor Jun 21st 2014,Timur Valiev,n/a,Rudy Morales,n/a
UFC Fight Night 45: Cerrone vs. Miller Jul 16th 2014,Tina Lahdemaki,+425,Claudia Gadelha,-756
Combate 51: Tito vs. Alberto Dec 7th 2019,Tito Ortiz,-1250,Alberto Rodriguez,+500
Golden Boy MMA: Liddell vs. Ortiz 3 Nov 24th 2018,Tito Ortiz,-400,Chuck Liddell,+210
Bellator 170: Ortiz vs. Sonnen Jan 21st 2017,Tito Ortiz,+140,Chael Sonnen,-260
Bellator 142: Dynamite Sep 19th 2015,Tito Ortiz,+375,Liam McGeary,-1200
Bellator 131: Tito vs. Bonnar Nov 15th 2014,Tito Ortiz,-170,Stephan Bonnar,+110
Bellator Fighting Championship 120: Rampage vs. King Mo May 17th 2014,Tito Ortiz,+285,Alexander Shlemenko,-465
UFC 148: Silva vs. Sonnen 2 Jul 7th 2012,Tito Ortiz,+195,Forrest Griffin,-340
UFC 140: Jones vs. Machida Dec 10th 2011,Tito Ortiz,+155,Antonio Rogerio Nogueira,-280
UFC 133: Evans vs. Ortiz 2 Aug 6th 2011,Tito Ortiz,+220,Rashad Evans,-500
UFC 132: Cruz vs. Faber Jul 2nd 2011,Tito Ortiz,+280,Ryan Bader,-825
UFC 121: Lesnar vs. Velasquez Oct 23rd 2010,Tito Ortiz,+140,Matt Hamill,-200
UFC 106: Ortiz vs Griffin 2 Nov 21st 2009,Tito Ortiz,-115,Forrest Griffin,-147
UFC 84: Ill Will May 24th 2008,Tito Ortiz,+140,Lyoto Machida,-200
UFC 73: Stacked Jul 7th 2007,Tito Ortiz,-155,Rashad Evans,-120
UFC On Versus 3: Sanchez vs. Kampmann Mar 3rd 2011,Todd Brown,+195,Igor Pokrajac,-235
UFC 117: Silva vs. Sonnen Aug 7th 2010,Todd Brown,+290,Tim Boetsch,-350
UFC on ESPN+ 16: Cowboy vs. Gaethje Sep 14th 2019,Todd Duffee,+105,Jeff Hughes,-139
UFC Fight Night 71: Mir vs. Duffee Jul 15th 2015,Todd Duffee,-190,Frank Mir,+155
UFC 181: Hendricks vs. Lawler 2 Dec 6th 2014,Todd Duffee,-360,Anthony Hamilton,+285
UFC 155: Dos Santos vs. Velasquez II Dec 29th 2012,Todd Duffee,-350,Philip de Fries,+290
DREAM Dynamite!! 2010 Dec 31st 2010,Todd Duffee,+355,Alistair Overeem,-490
UFC 114: Jackson vs. Evans May 29th 2010,Todd Duffee,-275,Mike Russow,+250
UFC 102: Couture vs Nogueira Aug 29th 2009,Todd Duffee,-200,Tim Hague,+170
UFC Fight Night 205 Mar 19th 2022,Tom Aspinall,-139,Alexander Volkov,-102
UFC Fight Night 191 Sep 4th 2021,Tom Aspinall,-265,Sergey Spivak.,+175
UFC Fight Night 185: Blaydes vs. Lewis Feb 20th 2021,Tom Aspinall,-320,Andrei Arlovski,+200
UFC on ESPN+ 37: Moraes vs. Sandhagen Oct 10th 2020,Tom Aspinall,-714,Alan Baudot,+450
UFC on ESPN 14: Whittaker vs. Till Jul 25th 2020,Tom Aspinall,-400,Jake Collier,+250
Cage Warriors 107: Aspinall vs. Ben Hamouda Sep 28th 2019,Tom Aspinall,n/a,Mickael Ben Hamouda,n/a
Cage Warriors 101: Aspinall vs. Boukichou Feb 16th 2019,Tom Aspinall,n/a,Sofiane Boukichou,n/a
UFC 127: Penn vs. Fitch Feb 26th 2011,Tom Blackledge,-190,Anthony Perosh,+165
UFC on ESPN 20: Chiesa vs. Magny Jan 20th 2021,Tom Breese,-163,Omari Akhmedov,+127
UFC on ESPN+ 37: Moraes vs. Sandhagen Oct 10th 2020,Tom Breese,-227,Kb Bhullar,+175
UFC on ESPN+ 27: Benavidez vs. Figueiredo Feb 29th 2020,Tom Breese,-175,Brendan Allen,+110
UFC Fight Night 130: Thompson vs. Till May 27th 2018,Tom Breese,-380,Daniel Kelly,+295
UFC 199: Rockhold vs. Bisping II Jun 4th 2016,Tom Breese,-115,Sean Strickland,-110
UFC Fight Night 84: Silva vs. Bisping Feb 27th 2016,Tom Breese,-1165,Keita Nakamura,+675
UFC Fight Night 76: Holohan vs. Smolka Oct 24th 2015,Tom Breese,-280,Cathal Pendred,+235
UFC Fight Night 67: Alves vs. Condit May 30th 2015,Tom Breese,-155,Luiz Dutra Jr.,+135
Cage Warriors 74: Dalby vs. Bahari Nov 15th 2014,Tom Breese,n/a,Thibaud Larchet,n/a
BAMMA 9 Mar 24th 2012,Tom Breese,n/a,Mark Tucker,n/a
BAMMA 7 Sep 10th 2011,Tom Breese,n/a,Lee Taylor,n/a
UFC Fight Night 127: Werdum vs. Volkov Mar 17th 2018,Tom Duquesnoy,-430,Terrion Ware,+320
UFC on FOX 24: Johnson vs. Reis Apr 15th 2017,Tom Duquesnoy,-1100,Patrick Williams,+650
BAMMA 24: Kone vs. Phillips Feb 27th 2016,Tom Duquesnoy,-420,Damien Rooney,+300
UFC 216: Ferguson vs. Lee Oct 7th 2017,Tom Duquesnoy,-160,Cody Stamann,+133
